text,label,in_manual
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ham,True
"	Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",spam,True
They r giving a second chance to rahul dengra.,ham,True
"Why is that, princess? I bet the brothas are all chasing you!",ham,True
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,ham,True
You all ready for * big day tomorrow?,ham,True
"Haha figures, well I found the piece and priscilla's bowl",ham,True
"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",ham,True
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam,True
price revising soon for urbtech xaviers fully loaded tallest tower in noida few units left for more details call 9891205199,spam,True
"Hmph. Go head, big baller.",ham,True
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,ham,True
"Gosh that , what a pain. Spose I better come then.",ham,True
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam,True
No da. I am happy that we sit together na,ham,True
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya.,ham,True
Ok.ok ok..then..whats ur todays plan,ham,True
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,ham,True
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,ham,True
	Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,smishing,True
"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",ham,True
How will I creep on you now? ;_;,ham,True
I wait 4 ü inside da car park...,ham,True
Yup. Thk of u oso boring wat.,ham,True
Aiyah then i wait lor. Then u entertain me. Hee...,ham,True
"Excellent, I'll see what riley's plans are",ham,True
Hey are you angry with me. Reply me dr.,ham,True
"I know where the  &lt;#&gt;  is, I'll be there around 5",ham,True
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was sleeping!!",ham,True
K I'll call you when I'm close,ham,True
Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6299257179 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,smishing,True
It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,ham,True
"Congratulations, Your entry into our contest last month made you a WINNER! Goto http://www.apple.com.text.won.com�to claim your prize! You have 24 hours to claim",smishing,True
Ahhh. Work. I vaguely remember that! What does it feel like? Lol,ham,True
Hey company elama po mudyadhu.,ham,True
Pls help me tell Ashley that i cant find her number oh,ham,True
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham,True
Remind me how to get there and I shall do so,ham,True
I told your number to gautham..,ham,True
Juz go google n search 4 qet...,ham,True
I'm at home n ready...,ham,True
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,ham,True
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,True
Yo guess what I just dropped,ham,True
Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,smishing,True
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",smishing,True
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,ham,True
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham,True
"Rental  Helpline  9999991155 1000-100, 000 sq.ft. In Noida & Gr.Noida  OFFICE & INDUSTRIAL Use Goldenberg estates pvt.ltd. sandeep@goldenberg.in 999 999 1155",spam,True
"Aight, I'm chillin in a friend's room so text me when you're on the way",ham,True
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",spam,True
"IMPORTANT MESSAGE FROM WESTPAC For the safety of our customers due to the recent COVID-19 virus, all customers are required to review and update their personal details. You will be unable to use Westpac services until you have done so. Please go to https:// westpac-mobile.cc/2update or call us on 132 032.",smishing,True
Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,ham,True
At WHAT TIME should i come tomorrow. Please confirm,ham,True
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",ham,True
Then ü come n pick me at 530 ar?,ham,True
U calling me right? Call my hand phone...,ham,True
"Yes..but they said its IT.,",ham,True
Good evening! this is roger. How are you?,ham,True
I re-met alex nichols from middle school and it turns out he's dealing!,ham,True
Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,ham,True
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",smishing,True
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,ham,True
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... 'GUESS!!",ham,True
Shall i come to get pickle,ham,True
Eat at old airport road... But now 630 oredi... Got a lot of pple...,ham,True
(That said can you text him one more time?),ham,True
In meeting da. I will call you,ham,True
No it will reach by 9 only. She telling she will be there. I dont know,ham,True
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. ",spam,True
U having lunch alone? I now so bored...,ham,True
Well its not like you actually called someone a punto. That woulda been worse.,ham,True
"Dear customer,Your Apple 1D is due to expire today Prevent this by confiming your Apple ID at ataligaid daal.au",smishing,True
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 7679046492 from land line. Claim 3030. Valid 12hrs only",smishing,True
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry  call 08452810073,spam,True
Tell me they're female :V how're you throwing in? We're deciding what all to get now,ham,True
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,smishing,True
"My planning usually stops at ""find hella weed, smoke hella weed""",ham,True
Aiyah ok wat as long as got improve can already wat...,ham,True
What pa tell me.. I went to bath:-),ham,True
I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,ham,True
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,ham,True
How are you doing? Hope you've settled in for the new school �have a great day,ham,True
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,spam,True
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,smishing,True
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,ham,True
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",ham,True
Will be september by then!,ham,True
No probably  &lt;#&gt; %.,ham,True
I'm still pretty weak today .. Bad day ?,ham,True
"Your Bank of America online account has been suspended, log in to restore http://itdo/bankofamerica-session-user",smishing,True
What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash,spam,True
Filthy stories and GIRLS waiting for your,spam,True
Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,ham,True
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,spam,True
Its not the same here. Still looking for a job. How much do Ta's earn there.,ham,True
	important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,smishing,True
Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7044518857 Your Paytm A/C will block within 24hr Thank you.,smishing,True
Yeah my usual guy's out of town but there're definitely people around I know,ham,True
Lol its ok I didn't remember til last nite,ham,True
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,ham,True
Orh i tot u say she now still dun believe.,ham,True
"Sorry, I'll call later�buzy ryt nw�",ham,True
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ...Did you go to the gym too ?",ham,True
"I shall book chez jules for half eight, if that's ok with you?",ham,True
"Last Chance! Claim ur £350 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ.",smishing,True
"Sorry,in meeting I'll call later",ham,True
I am taking half day leave bec i am not well,ham,True
Nvm it's ok...,ham,True
Ok... I din get ur msg...,ham,True
"life alle mone,eppolum oru pole allalo",ham,True
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam,True
Have you seen who's back at Holby?!,ham,True
I will reach before ten morning,ham,True
Should I head straight there or what,ham,True
Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,ham,True
O. Guess they both got screwd,ham,True
No chikku nt yet.. Ya i'm free,ham,True
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,ham,True
If I die I want u to have all my stuffs.,ham,True
Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,ham,True
Yeah whatever lol,ham,True
Congrats kano..whr s the treat maga?,ham,True
U're welcome... Caught u using broken english again...,ham,True
Pete can you please ring meive hardly gotany credit,ham,True
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,ham,True
"Aight, can you text me the address?",ham,True
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",spam,True
Ok how you dear. Did you call chechi,ham,True
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,ham,True
Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8536074310 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,smishing,True
Hey now am free you can call me.,ham,True
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,True
No but the bluray player can,ham,True
Dear good morning now only i am up,ham,True
So when you gonna get rimac access,ham,True
Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,ham,True
NON-STOP INTERNET and DOWNLOADING with Pocket Internet. Dial *234*2900# and get Games at a special price of Rs.3 everyday. Click and play: http://goo.gl/iRrIJ,spam,True
Wait  &lt;#&gt;  min..,ham,True
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",ham,True
You know what hook up means right?,ham,True
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,True
Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,ham,True
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £2000 Bonus Prize, call 09066364529",smishing,True
"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",ham,True
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,spam,True
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,ham,True
ITS A LAPTOP TAKE IT WITH YOU.,ham,True
"Call me da, i am waiting for your call.",ham,True
Pls send me your address sir.,ham,True
Lol ... I knew that .... I saw him in the dollar store,ham,True
Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8927307655,smishing,True
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham,True
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,spam,True
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,ham,True
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ham,True
"sorry brah, just finished the last of my exams, what up",ham,True
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7679046492,smishing,True
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,spam,True
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,True
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",ham,True
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",ham,True
So i could kiss and feel you next to me...,ham,True
Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,ham,True
	The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,smishing,True
Please CALL 08712402972 immediately as there is an urgent message waiting for you,smishing,True
What's your room number again? Wanna make sure I'm knocking on the right door,ham,True
Hasn't that been the pattern recently crap weekends?,ham,True
Yup ok...,ham,True
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam,True
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ham,True
Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,ham,True
RMO.00 R.HB: RM4388.00 Was Charged On Your Card Numer 9577 at AwG-KLIA2 On 24/10/16 1032:29 Reference Code 342152 Call 03216837293 if u did NOT perform this Txn,smishing,True
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,ham,True
Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,ham,True
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,smishing,True
Can... I'm free...,ham,True
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,ham,True
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",smishing,True
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",ham,True
I cant pick the phone right now. Call later,ham,True
Free any day but i finish at 6 on mon n thurs...,ham,True
You still around? I could use a half-8th,ham,True
"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",ham,True
here is my new address -apples&pairs&all that malarky,ham,True
Well I'm going to be an aunty!,ham,True
I sent your maga that money yesterday oh.,ham,True
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,ham,True
And do you have any one that can teach me how to ship cars.,ham,True
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,ham,True
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",ham,True
Reason is if the team budget is available at last they buy the unsold players for at base rate..,ham,True
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham,True
UR Mobile Number Won 2Crores 35Lakh Rupees In Chevrolet Motors Award 2015 For Claim Send Name Phone Number Address  Age To�Email:chevmotorlondon@hotmail.com,smishing,True
"Sir, I need AXIS BANK account no and bank address.",ham,True
Oh god i am happy to see your message after 3 days,ham,True
Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,True
I'm very happy for you babe ! Woo hoo party on dude!,ham,True
S..antha num corrct dane,ham,True
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",ham,True
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,ham,True
He didn't see his shadow. We get an early spring yay,ham,True
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,ham,True
"Aight yo, dats straight dogg",ham,True
Well good morning mr . Hows london treatin' ya treacle?,ham,True
I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,ham,True
Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,ham,True
when you and derek done with class?,ham,True
I know girls always safe and selfish know i got it pa. Thank you. good night.,ham,True
"Ok da, i already planned. I wil pick you.",ham,True
Ü give me some time to walk there.,ham,True
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam,True
You will be in the place of that man,ham,True
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",smishing,True
You could have seen me..i did't recognise you Face.:),ham,True
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam,True
Why don't you wait 'til at least wednesday to see if you get your .,ham,True
S.i think he is waste for rr..,ham,True
I hate when she does this. She turns what should be a fun day into an annoying day of quarrels.,ham,True
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,smishing,True
No. I dont want to hear anything,ham,True
What's up. Do you want me to come online?,ham,True
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,smishing,True
"Sorry, went to bed early, nightnight",ham,True
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,spam,True
Its a part of checking IQ�.just did that for fun..,ham,True
PRIVATE! Your 2003 Account Statement for shows 1000 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,smishing,True
I can't describe how lucky you are that I'm actually awake by noon,ham,True
"Yup. Anything lor, if u dun wan it's ok...",ham,True
Am not interested to do like that.,ham,True
"Are you being good, baby? :)",ham,True
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",ham,True
"WIN: We have a winner! Mr. T. Tilo won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",smishing,True
"Congrats 2 mobile 3G Videophones R yours. call 09063458120 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. ",smishing,True
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?,ham,True
I see a cup of coffee animation,ham,True
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,spam,True
LOOK AT THE TIME. WHAT  YOU THINK IS UP,ham,True
Oh all have to come ah?,ham,True
I.ll get there tomorrow and send it to you,ham,True
Sitting ard nothing to do lor. U leh busy w work?,ham,True
	Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,smishing,True
Webpage s not available!,ham,True
	-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam,True
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,smishing,True
	Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE texReply or Call 08000930705,smishing,True
"Do you know why god created gap between your fingers..? So that, One who is made for you comes and fills those gaps by holding your hand with LOVE and CARE..!",ham,True
And several to you sir.,ham,True
Raviyog Peripherals bhayandar east,ham,True
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",ham,True
ELLO BABE U OK?,ham,True
Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. register now!SKY OPT OUT to 88088,spam,True
No. Yes please. Been swimming?,ham,True
HAPPY NEW YEAR MY NO.1 MAN,ham,True
"Right on brah, see you later",ham,True
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,ham,True
Ok i am on the way to railway,ham,True
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,ham,True
Good Morning plz call me sir,ham,True
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam,True
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam,True
CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,ham,True
U call me alter at 11 ok.,ham,True
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,ham,True
"As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.5,00,000 Bonus Prize, call 8536074310",smishing,True
Ok then no need to tell me anything i am going to sleep good night,ham,True
"Aight, lemme know what's up",ham,True
How much she payed. Suganya.,ham,True
Ok ill tell the company,ham,True
Ok. She'll be ok. I guess,ham,True
"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",ham,True
"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",ham,True
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",ham,True
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam,True
Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,ham,True
That's one of the issues but california is okay. No snow so its manageable,ham,True
Thats cool. How was your day?,ham,True
How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,ham,True
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,ham,True
Gibbs unsold.mike hussey,ham,True
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,ham,True
I have a rather prominent bite mark on my right cheek,ham,True
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,ham,True
S'fine. Anytime. All the best with it.,ham,True
Guess he wants alone time. We could just show up and watch when they do..,ham,True
"Sorry,  in meeting I'll call you later",ham,True
Dear :-/ why you mood off. I cant drive so i brother to drive,ham,True
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,ham,True
But i have to. I like to have love and arrange.,ham,True
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts  call 08000930705,spam,True
Yo we are watching a movie on netflix,ham,True
We're on the opposite side from where we dropped you off,ham,True
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",ham,True
Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,ham,True
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,smishing,True
"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",ham,True
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",ham,True
Ok. No wahala. Just remember that a friend in need ...,ham,True
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,ham,True
"I'm home, my love ... If your still awake ... *loving kiss*",ham,True
"Sorry that took so long, omw now",ham,True
Okie... Thanx...,ham,True
Free Top ringtone -sub to weekly ringtone-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam,True
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",ham,True
Sorry me going home first... Daddy come fetch ü later...,ham,True
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",smishing,True
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,ham,True
Hope you are not scared!,ham,True
"Well, I meant as opposed to my drunken night of before",ham,True
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,ham,True
"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.4,00,000 prize GUARANTEED. Call 8927307655. Claim Code LUCKY52. Valid 12hrs only. ",smishing,True
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam,True
Sorry for the delay. Yes masters,ham,True
All done? All handed in? Celebrations in full swing yet?,ham,True
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",ham,True
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,ham,True
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,spam,True
Minimum walk is 3miles a day.,ham,True
Okie but i scared u say i fat... Then u dun wan me already...,ham,True
Does not operate after  &lt;#&gt;  or what,ham,True
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",spam,True
Happy birthday... May ur wishes come true and stay blessed...,ham,True
"There're some people by mu, I'm at the table by lambda",ham,True
R we going with the  &lt;#&gt;  bus?,ham,True
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,ham,True
Oh k.k..where did you take test?,ham,True
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. ",spam,True
What's up? Do you want me to come online? If you are free we can talk sometime�,ham,True
U still painting ur wall?,ham,True
Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,ham,True
"Dont search love, let love find U. Thats why its called falling in love�.",ham,True
Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,ham,True
Hello..Wake up.Sweet morning welcomes You. Enjoy This Day with full of joy.,ham,True
"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",ham,True
"Collect 100 points& get 14,500 Pokecoins for Pokemon Gol"" by clicking this link now�http://goo.gle/xxxx",smishing,True
